2F6S_A	AAD08198.1	0.9771428571428571	0.9553072625698324
3H86_B	CAF30587.1	0.9947643979057592	0.9844559585492227
2ZZS_A	BAC60563.1	1.0	0.7788461538461539
2HLJ_A	AAN65932.1	0.9933333333333333	0.9490445859872612
3CXN_B	AAD07132.1	0.9704433497536946	0.7725490196078432
1ID1_A	AAB60119.1	1.0	0.3660287081339713
3TX2_A	CAM62842.1	1.0	0.9959677419354839
1R9D_A	AFH58722.1	1.0	0.9974619289340102
2OX1_A	AAB91004.1	1.0	0.9949238578680203
3WP9_A	ABH08428.1	1.0	0.8818897637795275
3ETO_A	AAA60614.1	1.0	0.09492635024549918
3BQP_A	CAA40392.1	1.0	0.38095238095238093
2PU9_C	CAA33082.1	0.990990990990991	0.5759162303664922
4DQZ_A	ABN53966.1	1.0	0.3669527896995708
2GUM_A	AAA45774.1	0.9982638888888888	0.6353591160220995
2PPQ_A	AAK86584.1	0.996742671009772	0.9473684210526315
3W6G_A	BAA30317.1	1.0	0.9861751152073732
3P2J_A	AFP41725.1	0.9790575916230366	0.9739583333333334
4HEI_A	AAF95671.1	1.0	0.9583333333333334
4FPW_A	AAM70339.1	0.993421052631579	0.825136612021858
2GM3_A	AAL38611.1	0.9866666666666667	0.8409090909090909
3EPY_A	BAG53080.1	1.0	0.9887640449438202
4OBO_A	AAD16137.1	1.0	0.2358490566037736
4ROJ_A	CAE45861.1	1.0	0.128428927680798
4FD5_A	EAT34843.1	1.0	0.968609865470852
2E3U_A	BAA30678.1	0.9939759036144579	0.75
3ZZL_A	BAB05366.1	1.0	0.9090909090909091
3GHF_A	AAL20729.1	1.0	0.423728813559322
1VPB_A	AAO78754.1	1.0	0.9931818181818182
1RHS_A	AAA30753.1	1.0	0.9798657718120806
3MPD_A	CAD25514.1	1.0	0.9932432432432432
3RRQ_A	AAH74740.1	0.9814814814814815	0.36678200692041524
2XMO_A	CAD00720.1	0.9975550122249389	0.918918918918919
3CX8_B	AAG28597.1	1.0	0.1263089005235602
1L8F_A	CAD56665.1	1.0	0.8771186440677966
1O7Q_A	AAA30558.1	1.0	0.7777777777777778
3U1U_A	AAH15052.1	1.0	0.2167235494880546
1V9F_A	AAA92957.1	1.0	0.764525993883792
1VHN_A	AAD35190.1	0.9866220735785953	0.9609120521172638
4KRD_B	DAA07976.1	1.0	0.4377880184331797
1NVP_B	AAI07156.1	1.0	0.11405835543766578
2YZT_A	BAD71579.1	1.0	0.9705882352941176
3FBK_A	BAC87285.1	0.9927007299270073	0.1134278565471226
2HHJ_A	BAG37827.1	1.0	0.9769230769230769
3Q85_A	BAC41120.1	0.9932885906040269	0.5421245421245421
2FDB_M	AAC50785.1	1.0	0.6898148148148148
